Country,Year,Population,GDP (USD),Total Emissions,CO2 Agr,CO2 Buildings,CO2 Fuel Ex,CO2 Combust,CO2 Processes,CO2 Transport,CO2 Wast,CO2 Power ,CH4 Agr,CH4 Buildings,CH4 Fuel Ex,CH4 Combust,CH4 Processes,CH4 Transport,CH4 Wast,CH4 Power ,N2O Agr,N2O Buildings,N2O Fuel Ex,N2O Combust,N2O Processes,N2O Transport,N2O Wast,N2O Power ,F-Gases Agr,F-Gases Buildings,F-Gases Fuel Ex,F-Gases Combust,F-Gases Processes,F-Gases Transport,F-Gases Wast,F-Gases Power 
South Korea,1975,35280725,21784297521,137.5283032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1976,35848523,29902479339,147.1559023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1977,36411795,38446487603,162.6146747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1978,36969185,51972107438,170.4588046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1979,37534236,66946900826,188.1586396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1980,38123775,65398377598,190.7285035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1981,38723248,72933533012,197.463897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1982,39326352,78358416171,196.6977674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1983,39910403,87760553262,212.5125223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1984,40405956,97510744119,235.6004688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1985,40805744,1.01E+11,246.2112637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1986,41213674,1.17E+11,255.3421694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1987,41621690,1.48E+11,260.9705288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1988,42031247,2.00E+11,287.099754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1989,42449038,2.47E+11,298.3645284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1990,42869283,2.83E+11,330.373859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1991,43295704,3.31E+11,360.4596321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1992,43747962,3.56E+11,381.5568659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1993,44194628,3.93E+11,406.2074617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1994,44641540,4.64E+11,435.6178921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1995,45092991,5.67E+11,469.9371248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1996,45524681,6.10E+11,500.4414654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1997,45953580,5.70E+11,529.9444738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1998,46286503,3.83E+11,456.0931097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1999,46616677,4.98E+11,495.504464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2000,47008111,5.76E+11,545.1822621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2001,47370164,5.48E+11,550.6305129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2002,47644736,6.27E+11,557.9137343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2003,47892330,7.03E+11,559.8020216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2004,48082519,7.93E+11,582.1922236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2005,48184561,9.35E+11,582.5197744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2006,48438292,1.05E+12,590.0140702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2007,48683638,1.17E+12,604.1590569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2008,49054708,1.05E+12,612.1236296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2009,49307835,9.44E+11,621.4527653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2010,49554112,1.14E+12,673.323862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2011,49936638,1.25E+12,702.4103049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2012,50199853,1.28E+12,707.587391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2013,50428893,1.37E+12,705.2427013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2014,50746659,1.48E+12,701.2293501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2015,51014947,1.47E+12,719.3818191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2016,51217803,1.50E+12,735.484309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2017,51361911,1.62E+12,745.5472767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2018,51585058,1.73E+12,750.2599167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2019,51764822,1.65E+12,731.3344448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2020,51836239,1.64E+12,699.6526338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2021,51744876,1.82E+12,730.8445447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2022,51628117,1.67E+12,725.7436351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1970,11305206,2101436782,38.91359625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1971,11668921,2289655172,39.71550104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1972,12057260,2484482759,40.56610612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1973,12469591,3079022989,44.03768452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1974,12950962,3961206897,44.7711971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1975,13497543,4825862069,45.95322546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1976,14066007,6016666667,46.3646184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1977,14667218,7503448276,46.35214331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1978,15305806,8138461538,47.39804958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1979,15973034,8421678322,50.25209037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1980,16673586,8951800000,53.38903889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1981,17404336,10751162791,55.69962402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1982,18128631,8735294118,60.19497242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1983,18733995,8230153846,59.93105293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1984,19165837,10447615385,60.87586223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1985,19517196,8075347222,62.34716509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1986,19887452,10092200000,59.13052065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1987,20230532,12093333333,57.87165552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1988,20453819,14372555556,59.69212879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1989,20718709,21408111111,60.17215329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1990,21090886,33641222222,62.64491573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1991,21453711,44168918919,63.79446644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1992,21780059,7031909434,69.00448983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1993,22163251,8881005436,72.23602486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1994,22703631,12793794737,79.00197714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1995,23290602,13830363900,79.76815913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1996,23862258,9018300725,82.55337503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1997,24454372,11681175864,85.10378889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1998,25029144,11250221537,88.85162384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,1999,25634162,10682028340,92.80258171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2000,26298773,12257299147,97.22607283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2001,26947253,15716361792,102.6113219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2002,27570318,18137128388,106.2538097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2003,28188977,21355298460,109.7833848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2004,28831550,26646007251,112.4937035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2005,29540577,35182711988,116.4511789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2006,30332968,45263831634,119.5091722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2007,31191163,59440139775,122.3161358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2008,32065241,64833083257,124.0451107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2009,32948155,58315355287,126.0080921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2010,33739933,74151154444,126.9736442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2011,34419624,78402830325,123.8708153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2012,35159792,63196242385,126.4934045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2013,35990704,66027141578,127.7162811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2014,37003245,76818769321,129.614806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2015,38171178,84984666745,133.1980886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2016,39377169,1.03E+11,137.1462223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2017,40679828,1.30E+11,137.0897948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2018,41999059,32333780383,141.8242919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2019,43232093,32338079165,142.3732383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2020,44440486,27034593750,142.0633111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2021,45657202,34229513774,145.1271728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2022,46874204,51662241775,146.9553715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1970,8042801,38092452061,116.2373931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1971,8098334,41566412923,109.0239198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1972,8122300,48954145809,109.5971291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1973,8136312,59404966684,113.0639295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1974,8159955,66013338965,105.9922686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1975,8192437,82885397621,106.8875795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1976,8222286,89362071673,113.632777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1977,8251540,94468740851,109.6575861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1978,8275599,1.04E+11,104.895787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1979,8293678,1.23E+11,108.3250547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1980,8310531,1.42E+11,100.8349481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1981,8320503,1.30E+11,93.31344067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1982,8325263,1.14E+11,86.76192335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1983,8329033,1.05E+11,81.75262847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1984,8336605,1.09E+11,81.73866797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1985,8350386,1.14E+11,85.4775166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1986,8369829,1.50E+11,86.52723209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1987,8397804,1.83E+11,84.53101336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1988,8436489,2.07E+11,82.49744269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1989,8492964,2.18E+11,79.75368664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1990,8558835,2.62E+11,79.21473953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1991,8617375,2.74E+11,79.23698971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1992,8668067,2.84E+11,82.05248445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1993,8718561,2.13E+11,82.46288887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1994,8780745,2.29E+11,85.07268649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1995,8826939,2.67E+11,84.4791172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1996,8840998,2.92E+11,89.86479106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1997,8846062,2.68E+11,85.18874178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1998,8850974,2.71E+11,85.3308411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1999,8857874,2.74E+11,84.16296106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2000,8872109,2.63E+11,80.7972778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2001,8895960,2.42E+11,80.57645832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2002,8924958,2.67E+11,82.43591944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2003,8958229,3.34E+11,83.25731655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2004,8993531,3.85E+11,82.09097357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2005,9029572,3.92E+11,81.44005607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2006,9080505,4.23E+11,84.19532093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2007,9148092,4.91E+11,81.46617927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2008,9219637,5.18E+11,78.27665954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2009,9298515,4.37E+11,72.55842195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2010,9378126,4.96E+11,78.5784552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2011,9449213,5.74E+11,73.63762369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2012,9519374,5.52E+11,70.32771278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2013,9600379,5.87E+11,68.06358849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2014,9696110,5.82E+11,66.40702653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2015,9799186,5.05E+11,66.67040868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2016,9923085,5.16E+11,66.38352745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2017,10057698,5.41E+11,66.11435257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2018,10175214,5.55E+11,63.35554653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2019,10278887,5.34E+11,62.68399766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2020,10353442,5.47E+11,62.77517912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2021,10415811,6.40E+11,61.41208142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2022,10486941,5.91E+11,60.63681341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1970,35540990,17863636364,102.4773726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1971,36359957,16166666667,106.7589188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1972,37188035,20650000000,115.521348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1973,38028236,26000000000,121.5701987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1974,38863420,35414285714,124.7141584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1975,39673590,46042857143,131.7772053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1976,40500997,51450000000,141.9381163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1977,41385656,58683333333,151.6631596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1978,42292206,65912500000,151.4155306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1979,43187476,89616129032,146.4296627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1980,44089069,68823684211,151.3576522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1981,44981877,71180180180,154.5926525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1982,45949991,64369325153,162.9088302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1983,47026425,61803555556,167.037514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1984,48106764,59937602180,173.6906508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1985,49175673,67232758621,178.1055211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1986,50223885,75673037037,190.7502488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1987,51250152,87190081680,203.6827933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1988,52275890,90875175809,199.4675868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1989,53305234,1.07E+11,214.056518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1990,54324142,1.51E+11,228.0857134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1991,55321172,1.51E+11,224.3646496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1992,56302037,1.59E+11,234.0893391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1993,57296008,1.80E+11,240.5336018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1994,58310245,1.31E+11,236.1580706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1995,59305490,1.69E+11,254.6444044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1996,60293786,1.81E+11,275.4968806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1997,61277426,1.90E+11,290.1446989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1998,62242204,2.76E+11,295.2084007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1999,63185615,2.56E+11,297.1554213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2000,64113547,2.74E+11,323.0356293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2001,65072018,2.02E+11,301.4492816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2002,65988663,2.40E+11,307.4733221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2003,66867327,3.15E+11,321.175218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2004,67785075,4.09E+11,325.0466002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2005,68704715,5.06E+11,336.5152612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2006,69601333,5.57E+11,372.4640239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2007,70158112,6.81E+11,402.0241383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2008,71051678,7.70E+11,400.370004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2009,72039206,6.49E+11,408.2311116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2010,73142150,7.77E+11,425.1069384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2011,74223629,8.39E+11,449.7440913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2012,75175827,8.81E+11,482.0890544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2013,76147624,9.58E+11,479.3185553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2014,77181884,9.39E+11,506.6117968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2015,78218479,8.64E+11,521.9147725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2016,79277962,8.70E+11,551.5648939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2017,80312698,8.59E+11,597.5565367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2018,81407204,7.79E+11,603.8610335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2019,82579440,7.61E+11,593.4663299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2020,83384680,7.20E+11,614.4939648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2021,84147318,8.20E+11,666.7963429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2022,84979913,9.07E+11,687.5263095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1970,298084,,29.37488844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1971,344513,,35.42662861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1972,392368,,38.99314048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1973,441546,,50.04015323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1974,491955,,51.45660822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1975,543394,14720728249,52.46737608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1976,614177,19213158779,63.65367035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1977,706861,24871775165,65.29113811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1978,805231,23775764225,71.50907875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1979,908452,31225659621,57.1198563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1980,1014048,43599160050,60.09886547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1981,1100180,49333424135,55.78007299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1982,1167856,46622718605,54.16552733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1983,1237572,42803323345,51.7668828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1984,1308331,41807954236,65.87377601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1985,1379536,40603650232,68.76284388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1986,1468697,33943612095,69.28835944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1987,1575909,36384908744,73.3406455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1988,1683681,36275674203,72.86099803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1989,1791840,41464995914,82.60929479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1990,1900151,50701443748,84.78691653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1991,2008383,51552165622,94.15597637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1992,2116231,54239171888,93.09708731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1993,2223284,55625170253,100.0657971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1994,2329024,59305093980,106.1839632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1995,2433988,65743666576,112.663107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1996,2572735,73571233996,118.5535985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1997,2746119,78839008445,121.0829572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1998,2921130,75674336283,122.233273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1999,3097563,84445473111,125.5021669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2000,3275333,1.04E+11,127.7237373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2001,3454198,1.03E+11,142.1937143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2002,3633655,1.10E+11,143.8396437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2003,3813443,1.24E+11,152.1307309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2004,3993339,1.48E+11,159.2348821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2005,4280993,1.81E+11,169.6290698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2006,4898954,2.22E+11,176.7250603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2007,5872624,2.58E+11,187.3279072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2008,6988685,3.15E+11,214.9662977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
