Country,Year,Population,GDP (USD),Total Emissions,CO2 Agr,CO2 Buildings,CO2 Fuel Ex,CO2 Combust,CO2 Processes,CO2 Transport,CO2 Wast,CO2 Power ,CH4 Agr,CH4 Buildings,CH4 Fuel Ex,CH4 Combust,CH4 Processes,CH4 Transport,CH4 Wast,CH4 Power ,N2O Agr,N2O Buildings,N2O Fuel Ex,N2O Combust,N2O Processes,N2O Transport,N2O Wast,N2O Power ,F-Gases Agr,F-Gases Buildings,F-Gases Fuel Ex,F-Gases Combust,F-Gases Processes,F-Gases Transport,F-Gases Wast,F-Gases Power 
Qatar,1998,580997,10255495027,59.17469244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,1999,613302,12393131868,66.00833836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2000,645937,17759890110,69.91205527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2001,678831,17538461538,67.04823763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2002,713186,19363736264,71.37608499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2003,748525,23533791209,77.81949359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2004,777943,31734065934,82.43312489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2005,848710,44530494505,83.44548519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2006,1015060,60882142857,91.80513399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2007,1231893,79712087912,103.3355994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2008,1444277,1.15E+11,113.9083796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2009,1610274,97798351648,118.9655614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2010,1713504,1.25E+11,137.2115978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2011,1804171,1.68E+11,157.8379194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2012,1905660,1.87E+11,166.6436412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2013,2035501,1.99E+11,176.8541121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2014,2214465,2.06E+11,182.4028927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2015,2414573,1.62E+11,187.6059357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2016,2595166,1.52E+11,190.2863522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2017,2711755,1.61E+11,190.788393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2018,2766732,1.83E+11,190.6426714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2019,2807235,1.76E+11,192.4052902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2020,2760385,1.44E+11,191.1989537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2021,2688235,1.80E+11,197.5112087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2022,2695122,2.36E+11,194.6521137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1970,130404000,,1910.915844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1971,131155000,,1940.906199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1972,131909000,,2024.795723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1973,132669000,,2130.275048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1974,133432000,,2224.345641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1975,134200000,,2348.922508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1976,135147000,,2425.840858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1977,136100000,,2475.257905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1978,137060000,,2540.079132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1979,138027000,,2573.244991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1980,139010000,,2635.415638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1981,139941000,,2627.759842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1982,140823000,,2660.332584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1983,141668000,,2694.783439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1984,142745000,,2732.015007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1985,143858000,,2771.430708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1986,144894000,,2838.883801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1987,145908000,,2908.796116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1988,146857000,5.55E+11,2958.912095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1989,147721000,5.07E+11,2968.208209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1990,147969407,5.17E+11,3053.150176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1991,148394216,5.18E+11,3000.284859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1992,148538197,4.60E+11,2773.801073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1993,148458777,4.35E+11,2546.768429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1994,148407912,3.95E+11,2308.683315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1995,148375787,3.96E+11,2242.074771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1996,148160129,3.92E+11,2178.518407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1997,147915361,4.05E+11,2047.796893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1998,147670784,2.71E+11,2037.665507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1999,147214776,1.96E+11,2088.652541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2000,146596869,2.60E+11,2134.350213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2001,145976482,3.07E+11,2147.074877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2002,145306497,3.45E+11,2137.838588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2003,144648618,4.30E+11,2206.030126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2004,144067316,5.91E+11,2219.011596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2005,143518814,7.64E+11,2221.772825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2006,143049637,9.90E+11,2260.779633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2007,142805114,1.30E+12,2273.323547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2008,142742366,1.66E+12,2267.192528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2009,142785349,1.22E+12,2147.711288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2010,142849468,1.52E+12,2245.315051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2011,142960908,2.05E+12,2343.087869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2012,143201721,2.21E+12,2347.465826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2013,143506995,2.29E+12,2299.377537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2014,143819667,2.06E+12,2280.821607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2015,144096870,1.36E+12,2294.777394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2016,144342397,1.28E+12,2281.109859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2017,144496739,1.57E+12,2339.247951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2018,144477859,1.66E+12,2443.981183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2019,144406261,1.69E+12,2530.195265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2020,144073139,1.49E+12,2432.511966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2021,144130482,1.84E+12,2606.63214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2022,144236933,2.24E+12,2579.798066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1970,6106191,5377268849,76.31999342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1971,6396658,7184816838,87.85991178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1972,6724260,9664177517,112.4482827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1973,7088758,14947535416,148.4558845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1974,7483506,45412971909,159.015093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1975,7897544,46773144158,132.8633854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1976,8319556,64005623870,163.5661564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1977,8755219,74189100114,176.3202929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1978,9210564,80266629496,181.7906602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1979,9682002,1.12E+11,213.5726884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1980,10171710,1.65E+11,255.5726083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1981,10678211,1.84E+11,243.9493298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1982,11201154,1.53E+11,231.9780357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1983,11746020,1.29E+11,224.5239183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1984,12310361,1.20E+11,183.5607486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1985,12890245,1.04E+11,177.7767406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1986,13483349,86962013011,189.3294872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1987,14089798,85695941760,198.9035773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1988,14713715,88256162069,216.9455595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1989,15353227,95344352824,219.0936994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1990,16004763,1.18E+11,238.3912212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1991,16654276,1.32E+11,252.1187282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1992,17281350,1.37E+11,268.2320923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1993,17846461,1.33E+11,278.9224668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1994,18367528,1.35E+11,296.9186571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1995,18888857,1.43E+11,293.5823365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1996,19410280,1.59E+11,310.9663238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1997,19938377,1.66E+11,317.266934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1998,20472580,1.47E+11,333.6318677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,1999,21009660,1.62E+11,335.6485137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2000,21547390,1.90E+11,355.0240412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2001,22085929,1.84E+11,367.9486419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2002,22623415,1.90E+11,388.5710766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2003,23150847,2.16E+11,414.7699083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2004,23661808,2.59E+11,437.9239039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2005,24397644,3.28E+11,466.4936452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2006,25382870,3.77E+11,491.2462152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2007,26400068,4.16E+11,513.9486614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2008,27437353,5.20E+11,551.7652869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2009,28483797,4.29E+11,571.8016284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2010,29411929,5.28E+11,619.468663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2011,30150945,6.77E+11,649.8321707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2012,30821543,7.42E+11,686.8813289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2013,31482498,7.54E+11,696.0184847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2014,32125564,7.67E+11,739.7471586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2015,32749848,6.69E+11,771.9037262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2016,33416270,6.66E+11,777.2628982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2017,34193122,7.15E+11,774.5725662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2018,35018133,8.47E+11,758.4725919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2019,35827362,8.39E+11,761.4850778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2020,35997107,7.34E+11,755.3688563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2021,35950396,8.74E+11,779.9731622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2022,36408820,1.11E+12,810.5116069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1970,2074507,1920574150,7.648123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1971,2112900,2263785444,7.705816288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1972,2152400,2721440981,9.064282704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1973,2193000,3696213333,10.03001594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1974,2229800,5221534956,10.42645802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1975,2262600,5633673930,10.44118156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1976,2293300,6327077974,11.32552734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1977,2325300,6618585074,12.53380588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1978,2353600,7517176355,14.17939881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1979,2383500,9296921724,15.20903328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1980,2413945,11896256783,15.30569175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1981,2532835,14175228844,16.49878905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1982,2646466,16084252378,17.16509403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1983,2681061,17784112150,18.51648789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1984,2732221,19749361098,20.10572851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1985,2735957,19156532746,20.94463583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1986,2733373,18586746057,21.36508329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1987,2774789,20919215578,21.77491371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1988,2846108,25371462488,24.23952343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1989,2930901,30465364739,25.63575809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1990,3047132,36144336769,34.20321938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1991,3135083,45466164978,36.26081818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1992,3230698,52131320033,37.08624891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1993,3313471,60603815716,42.94105047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1994,3419048,73688724431,45.93178935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1995,3524506,87812540788,47.37069753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1996,3670704,96293086513,49.34402207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1997,3796038,1.00E+11,50.96052009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1998,3927213,85728207782,55.40985248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,1999,3958723,86286849755,53.37421354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2000,4027887,96076539926,57.88074685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2001,4138012,89793790670,59.46582303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2002,4175950,92538372870,52.16604433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2003,4114826,97646401096,50.6228595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2004,4166664,1.15E+11,53.34163049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2005,4265762,1.28E+11,51.21401009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2006,4401365,1.49E+11,51.50810475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2007,4588599,1.81E+11,52.22992247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2008,4839396,1.94E+11,51.50126656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2009,4987573,1.94E+11,52.52727546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2010,5076732,2.40E+11,59.23162826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2011,5183688,2.79E+11,61.64252714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2012,5312437,2.95E+11,59.79958577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2013,5399162,3.08E+11,63.26953175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2014,5469724,3.15E+11,65.15836664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2015,5535002,3.08E+11,67.02978216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2016,5607283,3.19E+11,65.10494057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2017,5612253,3.43E+11,70.39795711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2018,5638676,3.77E+11,68.52713368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2019,5703569,3.77E+11,71.02416074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2020,5685807,3.48E+11,69.40752523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2021,5453566,4.24E+11,71.33966029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,2022,5637022,4.67E+11,70.46953667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1970,22368306,21218391513,243.9369064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1971,23031441,23411076638,243.5445308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1972,23698507,24515919217,250.9398408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1973,24382513,33262772008,270.1206449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1974,25077016,41389186095,279.293423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1975,25777964,42906905672,297.5918175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1976,26480300,41150460288,313.7136246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1977,27199838,45328411332,316.0150525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1978,27943445,51607412902,295.6844419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1979,28697014,63038658089,305.6105421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1980,29463549,89411864402,321.3784797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1981,30232561,93141472164,338.0259047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1982,31022417,85904057409,347.2452326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1983,31865176,96204110942,350.5950835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1984,32768207,84870163366,371.7364041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1985,33752964,64459376087,377.3209912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1986,34877834,73354771399,375.4944756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1987,36119333,96535763418,392.6583763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1988,37393853,1.04E+11,398.503568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1989,38668684,1.08E+11,397.7510594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1990,39877570,1.26E+11,411.9376555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1991,40910959,1.35E+11,404.4139671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1992,41760755,1.47E+11,398.5116814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1993,42525440,1.47E+11,402.5784237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1994,43267982,1.54E+11,409.2831299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1995,43986084,1.72E+11,428.3625431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1996,44661603,1.63E+11,442.7205726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1997,45285048,1.69E+11,462.4468686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1998,45852166,1.53E+11,469.8415032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1999,46364681,1.52E+11,452.4346311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2000,46813266,1.52E+11,457.2350557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2001,47229714,1.35E+11,468.1437223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2002,47661514,1.29E+11,482.7313404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2003,48104048,1.97E+11,509.9904634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2004,48556071,2.56E+11,543.3708872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2005,49017147,2.89E+11,555.4780829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2006,49491756,3.04E+11,559.6626603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2007,49996094,3.33E+11,581.3379718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2008,50565812,3.16E+11,611.2660652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2009,51170779,3.30E+11,579.5540675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2010,51784921,4.17E+11,588.1280686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2011,52443325,4.58E+11,569.1918614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2012,53145033,4.34E+11,589.3013955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2013,53873616,4.01E+11,601.8884915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2014,54729551,3.81E+11,615.4524858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2015,55876504,3.47E+11,590.0867674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2016,56422274,3.24E+11,590.3914181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2017,56641209,3.81E+11,602.7733957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2018,57339635,4.05E+11,605.7886995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2019,58087055,3.89E+11,611.1365637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2020,58801927,3.38E+11,551.464312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2021,59392255,4.20E+11,548.4758879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2022,59893885,4.05E+11,534.5316515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1970,32240827,9005144969,103.319794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1971,32882704,9903571249,103.8698008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1972,33505406,10862211761,105.9965626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1973,34103149,13876472208,122.5713371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,1974,34692266,19543973941,128.9142475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
